tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at
'2041538680695775324',This is an interesting development.,en,Tweet,0,126,45,5,4136,4/7/2026
'2041537966477021233',@joekent16jan19 sadly i think that bridge has already been crossed.,en,Reply,0,49,2,1,1213,4/7/2026
'2041537357292224700',@DangerousTruth1 yes. i reported on this back months ago.,en,Reply,0,12,1,1,471,4/7/2026
'2041536779111600601',@Rissajohns Amen. we need it.,en,Reply,0,4,0,1,37,4/7/2026
'2041536708928209159',@LauraLoomer @RealAlexJones Trump is as deranged as you now. He needs to be removed from Office immediately. He's a DANGER to all of us. https://t.co/DKcBU3AqGh,en,Reply,0,28,3,2,1199,4/7/2026
'2041535743768576421',"@yankee_poodle_d @LauraLoomer @TuckerCarlson @RealCandaceO @megynkelly i could care less about what party someone is with, both sides are the swamp. i follow individual people who stand for America only and don't swear allegiance to a foreign government.,",en,Reply,0,6,1,2,182,4/7/2026
'2041527844031869214',@CarriePrejean1 I pray that JD Vance will find the courage to do the right thing. He needs ro be removed. He is a danger to all of us,en,Reply,0,83,6,15,1012,4/7/2026
'2041527023466668034',"I agree. We have an unhinged megalomaniac as President. He is a danger to all of us. @JDVance needs to step up and grow a pair and do the right thing. 

He belongs NOWHERE near the nuclear codes. 

GOD HELP US ALL 🙏🙏🙏",en,Tweet,0,207,34,14,4621,4/7/2026
'2041523311029453285',@GMilhausen @RealTruthJustic myself included,en,Reply,0,5,0,0,668,4/7/2026
'2041523251608785216',@Flexy0420 @RealTruthJustic yes. it's disgusting.,en,Reply,0,7,0,0,713,4/7/2026
'2041523079570915591',@RealTruthJustic thanks for the vid.,en,Reply,0,2,0,1,754,4/7/2026
'2041522981994680380',@RealTruthJustic Meghan's handle is @MeghanWals87345 If you guys want to follow her as well. she's cool peeps.,en,Reply,0,36,8,6,3749,4/7/2026
'2041489977721094481',@PPR1313 💯 If the shoe fits...,en,Reply,0,0,0,0,142,4/7/2026
'2041489881906491818',"@Bach863264 big time,",en,Reply,0,0,0,0,128,4/7/2026
'2041489842119352531',"@TLaborn this is an old video form 2021. she had deleted it because she didn't want people to see it, but luckily someone had it downloaded and reuploaded it.,",en,Reply,0,2,0,0,207,4/7/2026
'2041489507602542822',@EKW_Hashmi yes fcuk her. i won't bow down to bully tactics,en,Reply,0,4,0,2,174,4/7/2026
'2041488952041890232',@ShevchikMi9222t lol says the nanny who called C{S on her.,en,Reply,0,0,0,0,158,4/7/2026
'2041488839152193696',@Kristin89614547 so weird,en,Reply,0,2,0,1,148,4/7/2026
'2041488786048082395',@Kristin89614547 at that time she had only been married to Charlie for about 3 years. that is what she is saying,en,Reply,0,1,0,0,217,4/7/2026
'2041488350436040915',"@tmcskinney08 so true. she is a complete hypocrite, totally inauthentic, and a pathological liar. poor Charlie was betrayed by everyone around him.",en,Reply,0,7,0,1,144,4/7/2026
'2041487967227625506',@gonefromLA not sure but she would know. she is the definition of a Pro Ho.,en,Reply,0,2,0,0,253,4/7/2026
'2041404771861454870',"🚨 BOMBSHELL: The CHILLING Epstein Files Clip That Shows How the GROOMING Operation Worked —He Used The Lure Of ""Modeling"" to TRAP His Victims!🤯

 This isn't just about abuse; this is about the method. This clip is the smoking gun that proves this was a sophisticated, manipulative grooming operation disguised as a ""modeling"" shoot.

The clip starts with Jeffrey Epstein coaching a young woman with a European accent to pose for a photo. She's trying, but it's not enough for him.

He says, ""Is that the best you can do?""
She replies, ""Yes.""
Epstein pushes back: ""No, come on, do like a modeling photo.""

The girl is perplexed. She answers back: ""A modeling photo?""

And then... REDACTED. The audio goes silent. The government cuts the tape right at the most critical moment.

When the audio returns, we hear the aftermath of whatever a ""modeling photo"" entailed. A male voice says, ""That's not... Oh no. Your boob is sticking out."" The woman denies it.

This is the playbook. Epstein is using the alluring promise of ""modeling"" to lure this young woman into a specific, exploitative pose. The fact that she seems confused or unsure proves she's not a willing participant in the way they'd have you believe. She's being manipulated.

And the government's redaction is the second crime here. What happened in those silent seconds? What instructions were given? What was said that they don't want the public to hear? They are actively protecting the methodology of the grooming operation. This is a pattern i keep seeing in all of these videos in the files. 

This clip is the key. It shows the premeditation, the coaching, the bait-and-switch, and the system of exploitation. It proves this wasn't random; it was a well-oiled machine, using the dream of modeling as a trap.

They can redact the audio, but they can't redact the truth. We know what this ""modeling"" led to. We know what this operation was all about.

The redaction is the confession. They are hiding how the operation worked. Share this everywhere. The world needs to see the manipulation for themselves.",en,Tweet,189,481,199,15,85646,4/7/2026
'2041481294886965699',@funkyworm32 guarantee he is in the same club.,en,Reply,0,1,0,0,609,4/7/2026
'2041481148388311228',@BrianOXaccount so sorry for what you have had to go through. just know that you aren't alone. there are millions of us who got your back. I'll pray you receive justice and peace. 🙏,en,Reply,0,1,1,1,848,4/7/2026
'2041480397884703206',@CryptologistMil she is so cringe. 😂,en,Reply,0,12,0,0,613,4/7/2026
'2041478822277595427',@dbongino any response?,en,Tweet,0,20,10,1,684,4/7/2026
'2041478603431444926',"🚨 BOMBSHELL: Dan Bongino EXPOSED as Deep State Gatekeeper Protecting Child Traffickers— Brushed OFF John Walsh’s Daughter Who BEGGED For His Help!

This is the final piece of the puzzle that proves Dan Bongino is the perfect Deep State gatekeeper to cover up the truth about Charlie Kirk. It's a story of compromised men, child trafficking, and the syndicate at TPUSA.

In my last post, I exposed Bongino's massive conflict of interest: his wife works for TPUSA, the very organization at the center of the Charlie Kirk investigation, while he, as Deputy FBI Director, is supposedly leading the probe.

As @SurpriseWitnes points out:
""It all makes sense when you admit the obvious.. TPUSA is a(n) ___________ asset 🐣 (duh)"" 
(👆Insert your favorite Intelligence agency here)

It's not just about money; it's also about protecting predators, and Dan has quite the history of that.

Watch this clip of John Walsh's daughter, Megan Walsh, confronting Dan Bongino at a public event. She lays out a horrifying reality: ""They're currently trafficking my children behind closed doors, and no one pays attention to us.""

She is talking about government and CPS child trafficking. She is begging for help from the man who is supposed to be the nation's top law enforcement official.

And what does Dan Bongino do? He brushes her off. He dismisses the daughter of John Walsh—a woman whose family has been forever scarred by the abduction and murder of her brother, Adam. He gives her a pat on the back and says, ""I will, I will thank you,"" as he rushes away to his next event. He doesn't ask for details. He doesn't offer help. He sees her as an inconvenience.

This is who Dan Bongino really is. He is a gatekeeper who turns his back on the most serious allegations.

Let's not also forget that Dan Bongino went on national television and lied directly to our faces to protect Jeffrey Epstein. He went on the record claiming there were no children trafficked, basically saying there were no victims. 

He completely dismissed the countless brave women who came forward with their lives shattered. He stood with the trafficker and told the victims they didn't exist. He was a key soldier in the court of public opinion, gaslighting America to protect a monster.

Now, connect the dots to the present day. Who is the CEO of the organization Bongino is supposed to be investigating? Erika Kirk.

And what are the swirling allegations around Erika Kirk and her inner circle at TPUSA? Child trafficking.

The pattern is crystal clear. Dan Bongino is the Deep State's clean-up man. His specialty is looking the other way. He protected Epstein. He ignored Megan Walsh. dismisses the child trafficking allegations against Erika Kirk And is running cover for the real assassin's of the man who was about to expose it all, Charlie Kirk.

He failed the Walsh family. He failed Epstein's victims He failed Charlie Kirk. He is protecting the syndicate, not the American people.

 Share this to expose the truth. 🇺🇸⚓️

Special thank you to @RealTruthJustic for providing me the video evidence. FOLLOW her!",en,Tweet,532,3574,1617,135,296610,4/7/2026
'2041457351572512914',@SurpriseWitnes OMG Yes! Anyone who possesses even a shred of critical thinking ability can see that fact. I'm SO glad u said that. 🔥,en,Reply,0,2,1,0,97,4/7/2026
'2041452662340628556',"🚨 CALVARY CONFESSIONS PART 6: The Bizarre ""Youth"" Fixation.

As part of our ongoing investigation into the incredibly weird behavior and allegations of an inappropriate focus on youth surrounding Erika Kirk, this clip is a massive red flag.

While attempting to play the ultimate moral authority on stage, she completely zeroes in on the physical bodies and clothing of young girls. She starts by stating, ""I think a 16-year-old should dress like a 16-year-old,"" and then oddly jumps to lecturing about 12-year-olds wanting to be 22.

Given everything we are uncovering about her behind the scenes including her alleged grooming of minors., this unprompted rant comes across as incredibly creepy, overly fixated, and highly hypocritical.

Watch the fixation for yourself. 🧵👇

Massive Shoutout to @SarcasticBalkan For Hooking me up with this deleted video. Everyone should definitely FOLLOW her and go check out her awesome YT channel ""Nihilist With A Twist"" Linked in the comments below.",en,Reply,0,83,20,13,9985,4/7/2026
'2041453208015368635',FOLLOW @SarcasticBalkan and SUBSCRIBE To her awesome Youtube channel: https://t.co/N3CpztS5Xu,en,Reply,0,22,0,1,5672,4/7/2026
'2041452655097024996',"🚨 CALVARY CONFESSIONS PART 3: The ""Handler's Confession"" (The Neck Moves the Head)

We have been warning you that the ""New"" TPUSA is a compromised operation and that Erika Kirk was never just a wife—she was the handler.

In this newly uncovered audio, she literally says the quiet part out loud to a room full of people.

Listen to her exact words: ""The man is the head, but the woman is the neck, and the neck can make the head move whatever way she wants.""

But watch her body language and listen to what happens next. The second she realizes what she just admitted, she panics. She immediately gets defensive and stammers, ""It's not meant to be manipulative...""

This is the exact moment the mask slips. It is terrible acting meant to cover her tracks. She isn't describing a biblical marriage; she is describing an intelligence operation. She was pulling the strings the entire time.

Watch the tape. The illusion is unraveling. 🧵👇",en,Reply,0,923,220,74,47342,4/7/2026
'2041452657445937425',"🚨 CALVARY CONFESSIONS PART 4: The ""Conditioning"" Slip-Up.

If you thought the first clip was bad, watch this absolute masterclass in psychological projection.

While trying to explain her ""biblical marriage,"" Erika goes completely off-script and unprompted to loudly declare: ""I am literally choosing on my own to willfully put myself under the leadership of my husband... he didn't condition me to obey him.""

Wait a minute... who said anything about being conditioned?

This is a hyper-defensive, completely unprompted denial. It is the exact behavioral tell of someone who is desperately overcompensating for a completely fabricated dynamic. People in genuine, loving marriages do not have to randomly convince a room full of people that they weren't ""conditioned.""

It is terrible acting. It screams that she was managing an operation and playing a role, not participating in a real relationship. She is telling on herself in real-time.

Watch the tape. 🧵👇",en,Reply,0,185,44,16,16305,4/7/2026
'2041406970305912937',@CSigmaShow @MrsErikaKirk that is correct. she was in the exact same circles as him,en,Reply,0,4,2,1,840,4/7/2026
'2041406816106537108',"DOJ Archive
Document ID: #2627 
https://t.co/eindwtqH2U",en,Reply,0,6,1,2,2360,4/7/2026
'2040476775361253882',"🚨EXCLUSIVE: FULL Lost Debate Video Shows Charlie Kirk HUMILIATING  Skye Valdez – The Person I Believe Was ACTUALLY The Guy In The Stairwell Picture Released By The FBI Of Charlie Kirk's ALLEGED Assassin.😱

Unearthed Footage Reveals Chilling Debate Between Charlie Kirk and Skye Valdez, the person i believe be captured in the stairwell photo released by the FBI that they allege ""Shot"" Charlie Kirk 

Skye Valdez had a heated debate with Kirk EXACTLY ONE YEAR Before Charlie's assassination.   This full, unedited debate from that confrontation lays it ALL bare. 

Unearthed Footage Reveals Chilling Debate Between Charlie Kirk and Skye Valdez, the person i believe be captured in the stairwell photo released by the FBI that they allege ""Shot"" 4Charlie Kirk iot – INVITES him to the mic to dialogue and find common ground, even cutting in front of others.

But Valdez? A total LOSER, shouting over Kirk, dodging facts on immigration, deportation, and invasion, then holding a grudge so deep that i theorize it led him to come back a year later and participate in the plot to MURDER him.   

This is the WOKE MIND VIRUS in action – indoctrinated rage from the radical left that can't handle being debunked. When you push back with TRUTH, they silence you... or worse.   

We MUST STOP our government from radicalizing our kids through mind control, MK-Ultra like programs, Psyops, and indoctrinating them in our schools. 

Were all sick and tired watching these heinous acts become normalized, meanwhile more innocent people like Kirk fall victim. Charlie was a beacon of open debate; Valdez embodies everything pathetic and dangerous about the far-left mob.    

RIP Charlie – your legacy of civility endures! 🙏",en,Tweet,525,1035,249,76,173684,4/4/2026
'2041373114093670420',@JoBashUSA that is what i believe,en,Reply,0,2,0,0,91,4/7/2026
'2041373014281912472',@JoBashUSA of course.,en,Reply,0,3,0,0,109,4/7/2026
'2040787911159799926',"🚨 BREAKING: The Tyler Robinson Case Is About To Be DISMISSED Because Of TPUSA And Their PAID Shills Tainting The Jury— The Defense Just Filed A SCATHING Motion And They Named Names! 😲🔥

If you want a masterclass in how to completely destroy your own case, look no further than the absolute circus surrounding the Tyler Robinson trial.

The defense has just filed a SCATHING new motion (dated March 30, 2026) demanding the judge block cameras from the courtroom yet AGAIN. And when I say scathing, I mean they took a flamethrower to the government, the media, TPUSA, and the massive army of ""shill influencers"" who are acting as judge, jury, and executioner before a single piece of evidence has been presented in court.

Here is what the mainstream media isn't telling you about this filing:

The judge in this case placed a strict gag order designed to prevent government officials, lawyers, and key witnesses from speaking out and declaring Tyler Robinson’s guilt prior to trial.

Yet, what is TPUSA doing? Erika Kirk and Blake Neff have been out there routinely running their mouths, violating the spirit—if not the letter—of this gag order. They are relentlessly pushing the approved government narrative that Robinson is the ""leftist who killed Charlie Kirk.""

📜 The ""Honorable Mentions"" Roll Call
The defense motion doesn't just blast the government; it literally names the specific influencers and X accounts that are parroting these bullshit lines and poisoning the public well.

According to the defense, these accounts are actively destroying Robinson’s right to a fair trial. The motion gives ""honorable mention"" to an entire list of influencers for running a coordinated conviction-by-tweet campaign:

⚖️ The Ultimate Irony: They Are Handing Him a Dismissal

The defense is furious that this mob is declaring their client guilty and pushing the ""crazed leftist assassin"" narrative.

But here is the massive irony that Erika Kirk, TPUSA, and these influencers are entirely too blind to see: By doing this, they are actively tainting the jury pool. In our justice system, if a jury pool is so poisoned by media and influencer interference that a fair trial becomes impossible, the defense has grounds for a mistrial, an appeal, or an outright dismissal of all charges. The very people screaming the loudest declaring Tyler's guilt are giving his defense team the exact ammunition they need to get him off the hook completely. It is a catastrophic level of legal incompetence.

They don't want a trial. They want a reality TV show. And their coordinated psyop to convict this guy in the court of public opinion might just be the reason the actual court throws the whole case in the trash.

Read the FULL FILING BELOW (pause to read). Look at the names. They are playing a very dangerous game. 👇",en,Tweet,0,3236,1103,201,250208,4/5/2026
'2041369658884854106',@kevinKazakevic2 agree,en,Reply,0,3,0,0,336,4/7/2026
'2041368850097139972',"Exactly. Every major conflict of the last sixty years has been built on a foundation of manufactured consent, designed to enrich the military-industrial complex and serve foreign interests over our own. We are watching the exact same playbook unfold in real-time right now.

The complete 180-degree pivot away from ""America First"" to putting our sons and daughters on the line for foreign wars is a staggering betrayal of the base that elected him.

And your last point is the absolute truth. Charlie saw right through the neocon grift. He would have dismantled this entire Hegseth and Vance operation on a debate stage and exposed the lies to millions without breaking a sweat. It really makes you wonder if that is exactly why he isn't here to do it today.

P.S. I forgot to call you yesterday. will give you a ring tomorrow.",en,Reply,0,31,8,2,1502,4/7/2026
'2041270523955413116',I concur,en,Tweet,0,64,3,5,3715,4/6/2026
'2041270177459822975',"we have tried to no avail, he is seriously mentally ill, deranged and needs to be committed. He is surrounded by zionist ina bubble who keep telling him he is the chosen one who will user in the return of Christ by bringing about the end times. If normal people acted the way he does they would get a 5150 psych hold on them, because he's President it goes unchecked sadly. he desperately needs a wake up call to realize what he's doing is wrong and EVIL. Your people have my prayers.",en,Reply,0,57,5,3,634,4/6/2026
'2041259627661148435',@ImAboveAndBelow @bethanyshondark correct.,en,Reply,0,1,0,0,78,4/6/2026
'2041259552239231335',@applefan333 @bethanyshondark no but the ho bag is threatening to sue me.,en,Reply,0,0,0,1,89,4/6/2026
'2041259208922804310',"they all were involved in either the murder, the cover-up or both but it was authorized and planned by Israel. I have been a fan of Charlie for since covid and far as Erika, i never really paid attention to her before. looking back now and seeing all her old speeches with him and stuff there were many red flags though that something wasn't right. Poor Charlie",en,Reply,0,4,0,0,158,4/6/2026
'2041258176419364937',@James_Madhouse @bethanyshondark maybe but then she could of come clean to Candace and we would of found her a way out and protected her.,en,Reply,0,5,0,2,225,4/6/2026
'2041258011599999409',@crwdog @bethanyshondark exactly,en,Reply,0,1,0,0,65,4/6/2026
'2041257978930585845',@Paolarmanrique @bethanyshondark agreed,en,Reply,0,0,0,0,58,4/6/2026
'2041134568963457255',"🚨EXPOSED: Why Is Gunter Eagleman SPOONING a Banana Like It’s Valentine’s Day? Someone NEEDS to Check On Him 😭

Why is this grown man eating a banana with a spoon, and why is he making love to it in the process? I added a smooth sax track and some slow-mo because the world needed to experience this exact level of discomfort.

Trump's shill influencers are officially losing it. Enjoy your nightmares. 🎷🍌💀

@GuntherEagleman 
FROM: @MAGACult2",en,Tweet,0,443,98,116,36658,4/6/2026
'2041256273409171749',@ScarikaKirk He needs Jesus for sure hon.,en,Reply,0,7,0,0,319,4/6/2026
'2041222579747237949',@spacewhiskey037 @GuntherEagleman he gargles Trumps knob all day everyday.,en,Reply,0,3,0,1,195,4/6/2026
'2041222458846367886',@uppermostbranch insane... they keep suppressing my post.,en,Reply,0,1,0,1,114,4/6/2026
'2041222322619642310',@gagem777 probably true,en,Reply,0,0,0,0,227,4/6/2026
'2041222218512797751',@tao_pooh_xyz wouldn't surprise me.,en,Reply,0,0,0,0,214,4/6/2026
'2041222126741459150',@ro45157094 a dainty weird snowflake.,en,Reply,0,2,0,1,91,4/6/2026
'2041222024819802114',@risechickenrise yes it is.,en,Reply,0,1,0,0,230,4/6/2026
'2041221959787118972',@ChristineU35423 big time. HUGE ego on him for sure.,en,Reply,0,1,0,0,187,4/6/2026
'2041221729679253881',@taylortylerr someone who really loves licking Bananas lol,en,Reply,0,22,0,1,457,4/6/2026
'2041221614738554982',@0neday392 ah good one. 😂,en,Reply,0,2,0,0,360,4/6/2026
'2041221419791483322',@LFit4Life creepy.,en,Reply,0,3,0,0,331,4/6/2026
'2041221337746714764',@Dhtk_DHTK word. 💯,en,Reply,0,6,0,0,432,4/6/2026
'2041189569266163942',"Hey @tylerbowyer @JakeHoffmanAZ 
This is going to be you next. Enjoy Big BUBBA",en,Tweet,0,117,34,7,133895,4/6/2026
'2041220679257981305',yeah that's just for one of his crimes and that was only federally. HE STILL faces jail time in the state case. That's not necessarily what i am referring to though. They run a bot farm under their 1Ten LLC company they own. Only a matter of time before they get exposed and go to jail over it.,en,Reply,0,3,0,1,201,4/6/2026
'2041219849347592281',@NihiloX @tylerbowyer @JakeHoffmanAZ true. pretty sure he also enjoys being the bottom,en,Reply,0,5,0,0,331,4/6/2026
'2041214783546888249',"@TheMaineWonk He can go F right off, who does he think he is.",en,Reply,0,138,9,10,1356,4/6/2026
'2041214599979057375',"@rallynate @EricLDaugh @catturd2 @GuntherEagleman @WarlordDilley @dbongino @Shawn_Farash @DefiyantlyFree @ConceptualJames @marklevinshow @DouglasKMurray Benny Johnson is one of the biggest, don't forget about the TPUSA crowd to... Andrew Kolvet, Jack Posobiec, Tyber Bowyer,.Tim pool too.",en,Reply,0,8,1,1,321,4/6/2026
'2041214135996744160',@realstewpeters War criminals gotta war crime. Him and Bibi are both war criminals and deserve to court martialed,en,Reply,0,497,31,8,10871,4/6/2026
'2041213308582154357',@ninoboxer no she's right on the money.,en,Reply,0,570,11,6,2404,4/6/2026
'2041212269984432241',You want to know the TRUTH about this so called recovery mission @stevendenoon  has the inside info they don't want you know.👇,en,Tweet,0,2,2,0,2257,4/6/2026
'2041203033342648347',@CarriePrejean1 Fact! Thank God for people like Candace who is a voice for common sense. She is the reason we have not have full scale boots on the ground war so far. https://t.co/TX8VsAONl2,en,Reply,0,24,3,2,1027,4/6/2026
'2041198383394701730',@JenRuthGreen You can still conscientiously object. Save yourself from fighting this Illegal war for Israel. No America blood should be shed.  🙏,en,Reply,0,136,2,11,1742,4/6/2026
'2041197465446085073',@LauraLoomer Maybe if you didnt call INNOCENT Palestinian Children TERRORIST That WOULDN'T Happen. #LifeGoals Right?,en,Reply,0,149,3,4,2116,4/6/2026
'2041196401476919611',@OliLondonTV right on the money!,en,Reply,0,15,0,1,154,4/6/2026
'2041192631036747861',@bethanyshondark she's NOT a grieving widow. she is complicit in her husbands murder (in my opinion of course),en,Reply,2,1380,40,33,11862,4/6/2026
'2041185815733153940',"So what's up @FBIDDBongino you gonna address this or what? 
I find it very telling that i exposed this last Friday and nothing but crickets from you. 

Were you colluding with TPUSA to cover up for the real murderers of Charlie Kirk and frame Tyler Robinson?

Big time conflict of interest if you ask me.",en,Tweet,0,743,285,15,11870,4/6/2026
'2041109858141757578',"🚨BREAKING: Candace Owens Is MORE Influential The You Think She's The Real Reason We DON'T Have Boots on the Ground in Iran (Yet)🪖🇺🇸

If you want to know why we aren't currently watching thousands of American body bags returning from the Middle East, you need to look at what is happening behind closed doors at the Pentagon—and you need to look at Candace Owens.

People severely underestimate Candace's influence. Her courage to speak out against the war machine quite literally is the reason we do not have boots on the ground right now.

According to active-duty sources inside the Air Force, President Trump and Pete Hegseth have just fired over 20 Generals and Admirals, along with hundreds of senior officials.

Why the massive purge? Because Trump and Hegseth demanded a land invasion of Iran last week, and the senior military brass looked them in the eye and said NO. The military leaders are refusing the order. So now, the administration is frantically ""cutting the head off the snake,"" purging the Pentagon to try and find spineless ""yes men"" who will willingly send our sons and daughters to die in a foreign desert.

People severely underestimate Candace's reach, but let me make this crystal clear: Candace is DIRECTLY responsible for the military stand-down happening right now. She didn't just give an opinion on a podcast; she issued a moral directive to the American armed forces, and they listened.

By getting on her massive platform and explicitly telling our servicemen and women that they have the legal and moral right to conscientiously object, she gave the military the cultural backing they needed to refuse an unconstitutional order.

""No American Son or Daughter Should Die for Israel""
Our military swore an oath to the Constitution of the United States, not to a foreign government. Candace had the absolute courage to say what the entire MAGA establishment was terrified to whisper:

""Goyim, stand down. Go home. Find the legal means to exit the military... I feel like right now we are all being forced into the servitude of a foreign nation.""

She reminded our troops that Trump’s 180-degree pivot from America First to Israel First does not mean American blood has to be spilled to build foreign real estate.

🪖 Let the Neocons Fight It
Candace dropped the ultimate truth bomb, exposing the cowardice of the war hawks. If this war is so necessary, let the people pushing for it go fight it.

Allow @marklevinshow , @benshapiro , and the Christian Zionists who view this as some messianic prophecy to sign their own kids up for the draft. Let them put down their podcast mics, fly to the Middle East, and clear the rubble in Gaza themselves.

Leave the American working class out of it.

@RealCandaceO shifted the culture, gave our troops a voice, and single-handedly threw a wrench into the military-industrial complex's timeline. She is the reason your sons and brothers are still home today.

Thank God for Candace. Hold the line, refuse the orders, and put America First. 💪 🇺🇸",en,Tweet,626,5021,1416,222,194245,4/6/2026
'2041191190398214561',@crazyolecrow i know and it's glorious to watch. 😂,en,Reply,0,37,0,0,1872,4/6/2026
'2041190903428079992',@dan79355014 i agree,en,Reply,0,43,0,0,2455,4/6/2026
'2041190767738159179',@RogerEdge5 @cezar20051 you do everytime you engage with my post. so thank you,en,Reply,0,12,0,1,143,4/6/2026
'2041188390004027896',@ShadowofEzra what a clown he is.,en,Reply,0,104,2,4,1402,4/6/2026
'2041185815733153940',"So what's up @FBIDDBongino you gonna address this or what? 
I find it very telling that i exposed this last Friday and nothing but crickets from you. 

Were you colluding with TPUSA to cover up for the real murderers of Charlie Kirk and frame Tyler Robinson?

Big time conflict of interest if you ask me.",en,Tweet,0,743,285,15,11870,4/6/2026
'2041184720503939339',@shipwreckshow big time conflict of interest. it shows they are colluding.,en,Reply,0,34,4,4,682,4/6/2026
'2041182206798832068',@RealCandaceO Candace Was Right AGAIN! https://t.co/TX8VsAONl2,en,Reply,0,129,16,10,9302,4/6/2026
'2041181769207071031',Trump Can't Get ANYTHING Right. https://t.co/9eYMnp3E5L,en,Tweet,0,20,3,0,2507,4/6/2026
'2041181437135597794',@CraigLambe1 wouldn't surprise me. most of those republicans in politics are gay,en,Reply,0,4,0,1,246,4/6/2026
'2041168633204724170',@Mia_Stretch @MrsErikaKirk speaking of Bananas... https://t.co/A8LFGOQDKO,en,Reply,0,0,0,0,42,4/6/2026
'2041150596229595429',@DieB4Comply totally! two peas in a pod.,en,Reply,0,8,0,0,440,4/6/2026
'2041146801047081273',@Squigglybitch1 Bingo! so do our troops.,en,Reply,0,49,1,1,1305,4/6/2026
'2041146623795790013',@tyme0417 The members in our military clearly watch her and we're influenced by her message.,en,Reply,0,44,4,6,1533,4/6/2026
'2041146247789138004',@couranteer you didn't know bro? I guess you're late to the game but Aliens ARE Real. Congress has even confirmed this,en,Reply,0,20,0,1,768,4/6/2026
'2041145942540157438',"@OdessaRed2 it's called conscientious objection , not illegal.",en,Reply,0,45,3,4,2007,4/6/2026
'2041145782292599126',@candyjar2 i agree. so did Tucker Carlson and a few other.,en,Reply,0,56,2,0,1408,4/6/2026
'2041145672687091942',@Oma_Jenni @OUTSIDEGIRL73 but the troops do obviously. 😂,en,Reply,0,72,2,3,1407,4/6/2026
'2041145557410816219',"@middletonbeazu You are supposed to learn form your past mistakes, not keep repeating them. Our government can't seem to figure this out.",en,Reply,0,39,3,3,1289,4/6/2026
'2041145273485869322',@kinpiulam Trump doesn't care. The constitution doesn't matter to him.,en,Reply,0,57,2,3,2443,4/6/2026
'2041144228139458595',@JohnMappin @RealCandaceO @TuckerCarlson @charliekirk11 My point exactly!!! https://t.co/TX8VsAONl2,en,Reply,0,15,2,2,1030,4/6/2026
'2041143211695956377',"@ThisChick1111 what a fopa 😂 Pardon me sir, but do you have any Grey Poupon?",en,Reply,0,5,0,0,340,4/6/2026
'2041142882116005890',"@KarenGeorgeBSRN he blocked me too, don't feel bad. he's a snowflake who can't handle criticism.",en,Reply,0,21,0,3,560,4/6/2026
'2041137120522146202',"@Pirate5822 i know right,",en,Reply,0,1,0,0,196,4/6/2026
'2041135848473694518',@ogafroman you gotta do a song about this my brother.,en,Tweet,0,2,0,0,204,4/6/2026
'2041115658860065040',"🚨SHOCKING: DOJ Releases NEW Video Showing Jeffrey Epstein Getting ""SERVICED"" By A Young Woman The Transactional Nature of the Abuse CAUGHT on Tape.😱

Another video just UNCOVERED in the Epstein files, and it proves everything we suspected about the operation.

This is not a ""massage."" This is Jeffrey Epstein, in his element, being serviced by a young woman whose face has been deliberately blacked out by the authorities. Why is Trump and The DOJ still protecting him?

This is the raw, unfiltered evidence of the system in action. A powerful man, a young woman whose face we're not allowed to see, and the quiet, transactional nature of the abuse.

This video is a window into the depravity that the elite tried to keep buried for decades. It's a reminder that this wasn't just about one man; it was about an entire network of enablers, powerful people who looked the other way, and a system that protected its own.

They can release these files piece by piece, but they can't erase the truth. Every video, every document, every blacked-out face is another piece of the puzzle. It's more proof that this went to the highest levels and that the full story has yet to be told.

The question is no longer if there was a conspiracy. The question is how deep the rabbit hole goes.

This is what they didn't want you to see. Share this before it disappears. The world needs to know the truth.",en,Tweet,2649,6126,1617,126,2083816,4/6/2026
'2041126265382383751',@poprockmercury i agree. i think it's bullshit the DOJ muted the clip so we cant hear what was being said.l,en,Reply,0,44,3,3,33258,4/6/2026
